/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_167.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_167.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_167.jpg, 0, 0, 0, 0.0001509853
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_277.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_277.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_277.jpg, 0, 0, 0, 0.0001508359
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_386.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_386.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_386.jpg, 0, 0, 0, 0.0001509106
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_491.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_491.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_491.jpg, 0, 0, 0, 0.0001503914
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_595.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_595.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_595.jpg, 0, 0, 0, 0.0001508214
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_707.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_707.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_707.jpg, 0, 0.2129996, 0, 0.1164459
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_823.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_823.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_823.jpg, 0, 0.5825458, 0, 0.709302
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_01_930.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_01_930.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_01_930.jpg, 0, 0.9120476, 0, 1.672158
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_02_031.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_02_031.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_02_031.jpg, 0, 1, 0, 2.855272
/home/boy/Desktop/self-driving-car-simulation/data/IMG/center_2025_09_04_01_48_02_139.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/left_2025_09_04_01_48_02_139.jpg, /home/boy/Desktop/self-driving-car-simulation/data/IMG/right_2025_09_04_01_48_02_139.jpg, -0.04468489, 1, 0, 4.26475
